Age,Department,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
28,Sales,Technical Degree,1486,Male,92,Sales Representative,2909,15747,3,No,15,3,1,5,3,2,1
29,Sales,Technical Degree,1487,Female,51,Sales Executive,5765,17485,5,No,11,3,0,7,5,3,0
34,Sales,Medical,1489,Female,40,Sales Executive,4599,7815,0,Yes,23,4,0,16,15,9,10
35,Sales,Life Sciences,1492,Male,76,Sales Representative,2404,16192,1,No,13,3,1,1,1,0,0
24,Research & Development,Medical,1494,Male,89,Laboratory Technician,3172,16998,2,Yes,11,3,0,4,0,0,0
24,Sales,Life Sciences,1495,Female,78,Sales Representative,2033,7103,1,No,13,3,1,1,1,0,0
44,Research & Development,Medical,1496,Male,86,Manufacturing Director,10209,19719,5,Yes,18,3,0,16,2,2,2
29,Sales,Life Sciences,1497,Male,77,Sales Executive,8620,23757,1,No,14,3,2,10,10,7,0
30,Human Resources,Life Sciences,1499,Male,46,Human Resources,2064,15428,0,No,21,4,1,6,5,3,1
55,Research & Development,Life Sciences,1501,Male,30,Healthcare Representative,4035,16143,0,Yes,16,3,0,4,3,2,1
33,Research & Development,Medical,1502,Female,82,Laboratory Technician,3838,8192,8,No,11,3,0,8,5,4,0
47,Sales,Medical,1503,Female,78,Sales Executive,4591,24200,3,Yes,17,3,1,11,5,4,1
28,Research & Development,Medical,1504,Male,38,Laboratory Technician,2561,5355,7,No,11,3,0,8,0,0,0
28,Research & Development,Life Sciences,1506,Male,72,Research Scientist,1563,12530,1,No,14,3,1,1,1,0,0
28,Sales,Life Sciences,1507,Male,55,Sales Executive,4898,11827,0,No,14,3,0,5,4,2,1
49,Research & Development,Medical,1509,Female,43,Laboratory Technician,4789,23070,4,No,25,4,1,10,3,2,1
29,Research & Development,Life Sciences,1513,Female,97,Laboratory Technician,3180,4668,0,No,13,3,3,4,3,2,0
28,Research & Development,Life Sciences,1514,Male,96,Manufacturing Director,6549,3173,1,No,14,3,2,8,8,6,1
33,Research & Development,Life Sciences,1515,Male,69,Healthcare Representative,6388,22049,2,Yes,17,3,0,14,0,0,0
32,Research & Development,Medical,1516,Male,64,Manager,11244,21072,2,No,25,4,0,10,5,2,0
54,Research & Development,Medical,1520,Female,87,Manager,16032,24456,3,No,20,4,1,26,14,9,1
29,Research & Development,Technical Degree,1522,Male,100,Research Scientist,2362,7568,6,No,13,3,0,11,9,7,0
44,Research & Development,Life Sciences,1523,Male,32,Research Director,16328,22074,3,No,13,3,1,24,20,6,14
39,Research & Development,Life Sciences,1525,Female,32,Manufacturing Director,8376,9150,4,No,18,3,0,9,2,0,2
46,Sales,Life Sciences,1527,Female,51,Manager,16606,11380,8,No,12,3,1,23,13,12,5
35,Research & Development,Life Sciences,1529,Female,91,Healthcare Representative,8606,21195,1,No,19,3,0,11,11,8,3
23,Research & Development,Life Sciences,1533,Male,97,Laboratory Technician,2272,24812,0,No,14,3,0,5,4,3,1
40,Research & Development,Life Sciences,1534,Male,86,Laboratory Technician,2018,21831,3,No,14,3,0,15,5,4,1
34,Sales,Technical Degree,1535,Male,64,Sales Executive,7083,12288,1,Yes,14,3,0,10,10,9,8
31,Research & Development,Life Sciences,1537,Female,33,Research Scientist,4084,4156,1,No,12,3,0,7,7,2,7
50,Research & Development,Medical,1539,Male,88,Research Director,14411,24450,1,Yes,13,3,0,32,32,6,13
34,Sales,Technical Degree,1541,Male,55,Sales Representative,2308,4944,0,Yes,25,4,1,12,11,10,5
42,Research & Development,Medical,1542,Male,68,Laboratory Technician,4841,24052,4,No,14,3,1,4,1,0,0
37,Research & Development,Medical,1543,Male,47,Research Scientist,4285,3031,1,No,17,3,0,10,10,8,3
29,Research & Development,Other,1544,Female,39,Healthcare Representative,9715,7288,3,No,13,3,1,9,7,7,0
33,Research & Development,Life Sciences,1545,Male,44,Manufacturing Director,4320,24152,1,No,13,3,0,5,5,3,0
45,Research & Development,Technical Degree,1546,Male,97,Research Scientist,2132,4585,4,No,20,4,1,8,5,4,0
42,Research & Development,Life Sciences,1547,Male,40,Healthcare Representative,10124,18611,2,Yes,14,3,1,24,20,8,13
40,Sales,Medical,1548,Male,47,Sales Executive,5473,19345,0,No,12,3,0,9,8,4,7
33,Research & Development,Life Sciences,1549,Male,79,Laboratory Technician,5207,22949,1,Yes,12,3,1,15,15,14,5
40,Human Resources,Medical,1550,Male,38,Manager,16437,17381,1,Yes,21,4,0,21,21,7,7
24,Research & Development,Technical Degree,1551,Male,57,Laboratory Technician,2296,10036,0,No,14,3,3,2,1,1,0
40,Research & Development,Life Sciences,1552,Male,72,Healthcare Representative,4069,8841,3,Yes,18,3,0,8,2,2,2
45,Research & Development,Technical Degree,1553,Male,66,Healthcare Representative,7441,20933,1,No,12,3,3,10,10,8,7
35,Sales,Life Sciences,1554,Female,98,Sales Representative,2430,26204,0,No,23,4,2,6,5,3,4
32,Research & Development,Life Sciences,1555,Female,67,Research Scientist,5878,15624,3,No,12,3,1,12,7,1,2
36,Sales,Life Sciences,1556,Male,70,Sales Representative,2644,17001,3,Yes,21,4,0,7,3,2,1
48,Sales,Life Sciences,1557,Female,96,Sales Executive,6439,13693,8,No,14,3,1,18,8,7,7
29,Research & Development,Life Sciences,1558,Male,91,Research Scientist,2451,22376,6,No,18,3,2,5,1,0,0
33,Sales,Life Sciences,1560,Male,46,Sales Executive,6392,10589,2,No,13,3,1,8,2,2,2
30,Sales,Life Sciences,1562,Male,64,Sales Executive,9714,5323,1,No,11,3,1,10,10,8,6
38,Human Resources,Human Resources,1563,Male,71,Human Resources,6077,14814,3,No,11,3,0,10,6,3,1
35,Research & Development,Medical,1564,Male,68,Laboratory Technician,2450,21731,1,No,19,3,0,3,3,0,1
30,Sales,Technical Degree,1568,Male,33,Sales Executive,9250,17799,3,No,12,3,1,9,4,2,1
35,Research & Development,Life Sciences,1569,Female,69,Laboratory Technician,2074,26619,1,Yes,12,3,1,1,1,0,0
53,Research & Development,Technical Degree,1572,Female,78,Manufacturing Director,10169,14618,0,No,16,3,1,34,33,7,1
38,Research & Development,Medical,1573,Male,81,Manufacturing Director,4855,7653,4,No,11,3,2,7,5,2,1
32,Research & Development,Technical Degree,1574,Male,62,Research Scientist,4087,25174,4,No,14,3,1,9,6,5,1
48,Research & Development,Other,1576,Female,65,Research Scientist,2367,16530,8,No,12,3,1,10,8,2,7
34,Research & Development,Medical,1577,Male,35,Research Scientist,2972,22061,1,No,13,3,0,1,1,0,0
55,Sales,Marketing,1578,Male,60,Manager,19586,23037,1,No,21,4,1,36,36,6,2
34,Research & Development,Life Sciences,1580,Male,45,Research Scientist,5484,13008,9,No,17,3,1,9,2,2,2
26,Research & Development,Life Sciences,1581,Female,89,Research Scientist,2061,11133,1,No,21,4,0,1,1,0,0
38,Sales,Life Sciences,1582,Male,80,Sales Executive,9924,12355,0,No,11,3,1,10,9,8,7
38,Sales,Life Sciences,1583,Female,90,Sales Executive,4198,16379,2,No,12,3,0,8,3,2,1
36,Sales,Life Sciences,1585,Female,73,Sales Executive,6815,21447,6,No,13,3,0,15,1,0,0
29,Research & Development,Medical,1586,Male,87,Laboratory Technician,4723,16213,1,Yes,18,3,0,10,10,9,1
35,Research & Development,Medical,1587,Female,51,Healthcare Representative,6142,4223,3,Yes,16,3,0,10,5,2,0
39,Sales,Medical,1588,Male,38,Sales Executive,8237,4658,2,No,11,3,1,11,7,6,7
29,Research & Development,Life Sciences,1590,Male,87,Healthcare Representative,8853,24483,1,No,19,3,1,6,6,4,1
50,Sales,Marketing,1591,Male,59,Manager,19331,19519,4,Yes,16,3,1,27,1,0,0
23,Research & Development,Technical Degree,1592,Male,45,Research Scientist,2073,12826,2,No,16,3,1,4,2,2,2
36,Research & Development,Life Sciences,1594,Male,80,Laboratory Technician,5562,19711,3,Yes,13,3,1,9,3,2,0
42,Research & Development,Other,1595,Male,93,Manager,19613,26362,8,No,22,4,0,24,1,0,0
35,Research & Development,Life Sciences,1596,Male,46,Laboratory Technician,3407,25348,1,No,17,3,2,10,10,9,6
34,Research & Development,Technical Degree,1597,Male,92,Healthcare Representative,5063,15332,1,No,14,3,1,8,8,2,7
40,Sales,Life Sciences,1598,Female,84,Sales Executive,4639,11262,1,No,15,3,1,5,5,4,1
43,Research & Development,Technical Degree,1599,Male,87,Laboratory Technician,4876,5855,5,No,12,3,1,8,6,4,0
35,Research & Development,Life Sciences,1601,Male,63,Laboratory Technician,2690,7713,1,No,18,3,1,1,1,0,0
46,Sales,Life Sciences,1602,Male,56,Manager,17567,3156,1,No,15,3,0,27,26,0,0
28,Research & Development,Medical,1604,Male,51,Laboratory Technician,2408,7324,1,Yes,17,3,3,1,1,1,0
22,Research & Development,Other,1605,Female,85,Research Scientist,2814,10293,1,Yes,14,3,0,4,4,2,1
50,Research & Development,Medical,1606,Male,41,Healthcare Representative,11245,20689,2,Yes,15,3,1,32,30,8,12
32,Research & Development,Other,1607,Female,35,Research Scientist,3312,18783,3,No,17,3,2,6,3,2,0
44,Research & Development,Medical,1608,Female,31,Research Director,19049,3549,0,Yes,14,3,1,23,22,7,1
30,Research & Development,Medical,1609,Male,48,Research Scientist,2141,5348,1,No,12,3,1,6,6,4,1
45,Research & Development,Medical,1611,Female,50,Laboratory Technician,5769,23447,1,Yes,14,3,0,10,10,7,1
45,Sales,Marketing,1612,Male,52,Sales Executive,4385,24162,1,No,15,3,1,10,10,7,4
31,Sales,Other,1613,Male,54,Sales Executive,5332,21602,7,No,13,3,0,10,5,2,0
36,Research & Development,Life Sciences,1614,Female,76,Manufacturing Director,4663,12421,9,Yes,12,3,2,7,3,2,1
34,Research & Development,Life Sciences,1615,Male,42,Manufacturing Director,4724,17000,1,No,13,3,1,9,9,7,7
49,Research & Development,Life Sciences,1617,Female,84,Laboratory Technician,3211,22102,1,No,14,3,1,10,9,6,1
39,Research & Development,Medical,1618,Male,76,Manufacturing Director,5377,3835,2,No,13,3,3,10,7,7,7
27,Research & Development,Other,1619,Male,67,Laboratory Technician,4066,16290,1,No,11,3,2,7,7,7,0
35,Research & Development,Life Sciences,1621,Male,48,Research Scientist,5208,26312,1,No,11,3,0,16,16,15,1
28,Research & Development,Medical,1622,Female,39,Manufacturing Director,4877,20460,0,No,21,4,1,6,5,3,0
21,Research & Development,Medical,1623,Male,97,Research Scientist,3117,26009,1,No,18,3,0,3,2,2,2
18,Sales,Medical,1624,Female,70,Sales Representative,1569,18420,1,Yes,12,3,0,0,0,0,0
47,Human Resources,Life Sciences,1625,Female,98,Manager,19658,5220,3,No,11,3,1,27,5,2,1
39,Research & Development,Medical,1627,Male,76,Laboratory Technician,3069,10302,0,No,15,3,1,11,10,8,0
40,Research & Development,Life Sciences,1628,Female,80,Manufacturing Director,10435,25800,1,No,13,3,2,18,18,15,14
35,Research & Development,Life Sciences,1630,Female,52,Healthcare Representative,4148,12250,1,No,12,3,1,15,14,11,2
37,Research & Development,Life Sciences,1631,Male,85,Manufacturing Director,5768,26493,3,No,17,3,3,9,4,3,0
39,Research & Development,Medical,1633,Female,81,Manufacturing Director,5042,3140,0,No,13,3,0,10,9,2,3
45,Research & Development,Other,1635,Female,59,Manufacturing Director,5770,5388,1,No,19,3,2,10,10,7,3
38,Research & Development,Medical,1638,Female,54,Manufacturing Director,7756,14199,3,Yes,19,3,1,10,5,4,0
35,Sales,Medical,1639,Male,55,Sales Executive,10306,21530,9,No,17,3,0,15,13,12,6
37,Research & Development,Medical,1640,Female,71,Research Scientist,3936,9953,1,No,11,3,1,8,8,4,7
40,Research & Development,Life Sciences,1641,Female,84,Manufacturing Director,7945,19948,6,Yes,15,3,0,18,4,2,3
44,Human Resources,Human Resources,1642,Male,37,Human Resources,5743,10503,4,Yes,11,3,0,14,10,7,0
48,Research & Development,Medical,1644,Male,89,Manager,15202,5602,2,No,25,4,1,23,2,2,2
35,Sales,Medical,1645,Male,59,Sales Executive,5440,22098,6,Yes,14,3,2,7,2,2,2
24,Research & Development,Technical Degree,1646,Female,32,Research Scientist,3760,17218,1,Yes,13,3,0,6,6,3,1
27,Research & Development,Medical,1647,Female,86,Research Scientist,3517,22490,7,No,17,3,0,5,3,2,0
27,Research & Development,Medical,1648,Male,87,Research Scientist,2580,6297,2,No,13,3,0,6,4,2,1
40,Research & Development,Life Sciences,1649,Male,73,Laboratory Technician,2166,3339,3,Yes,14,3,0,10,4,2,0
29,Sales,Medical,1650,Male,42,Sales Executive,5869,23413,9,No,11,3,0,8,5,2,1
36,Research & Development,Life Sciences,1651,Female,42,Healthcare Representative,8008,22792,4,No,12,3,2,9,3,2,0
25,Research & Development,Life Sciences,1653,Male,77,Manufacturing Director,5206,4973,1,No,17,3,2,7,7,7,0
39,Research & Development,Medical,1654,Male,66,Manufacturing Director,5295,7693,4,No,21,4,0,7,5,4,1
49,Research & Development,Other,1655,Female,72,Research Director,16413,3498,3,No,16,3,2,27,4,2,1
50,Research & Development,Life Sciences,1656,Female,50,Research Director,13269,21981,5,No,15,3,3,19,14,11,1
20,Sales,Medical,1657,Female,31,Sales Representative,2783,13251,1,No,19,3,0,2,2,2,2
34,Research & Development,Life Sciences,1658,Female,66,Research Scientist,5433,19332,1,No,12,3,1,11,11,8,7
36,Research & Development,Life Sciences,1659,Male,77,Laboratory Technician,2013,10950,2,No,11,3,0,15,4,3,1
49,Research & Development,Life Sciences,1661,Female,41,Healthcare Representative,13966,11652,2,Yes,19,3,1,30,15,11,2
36,Research & Development,Medical,1662,Female,33,Manufacturing Director,4374,15411,0,No,15,3,0,4,3,2,1
36,Research & Development,Life Sciences,1664,Male,79,Healthcare Representative,6842,26308,6,No,20,4,1,13,5,4,0
54,Research & Development,Medical,1665,Female,91,Manager,17426,18685,3,No,25,4,1,36,10,8,4
43,Research & Development,Life Sciences,1666,Male,65,Research Director,17603,3525,1,No,24,4,1,14,14,10,6
35,Sales,Other,1667,Male,36,Sales Executive,4581,10414,3,Yes,24,4,0,13,11,9,6
38,Research & Development,Life Sciences,1668,Male,90,Research Scientist,4735,9867,7,No,15,3,2,19,13,11,2
29,Sales,Medical,1669,Male,43,Sales Executive,4187,3356,1,Yes,13,3,1,10,10,0,0
33,Sales,Medical,1670,Male,93,Sales Executive,5505,3921,1,No,14,3,2,6,6,2,0
32,Research & Development,Medical,1671,Male,45,Research Scientist,5470,25518,0,No,13,3,2,10,9,5,1
31,Sales,Life Sciences,1673,Female,67,Sales Executive,5476,22589,1,No,11,3,2,10,10,0,0
49,Research & Development,Medical,1674,Female,74,Laboratory Technician,2587,24941,4,Yes,16,3,1,17,2,2,2
38,Research & Development,Medical,1675,Female,42,Laboratory Technician,2440,23826,1,No,22,4,0,4,4,3,3
47,Sales,Life Sciences,1676,Female,47,Manager,15972,21086,6,No,14,3,3,29,3,2,1
49,Research & Development,Life Sciences,1677,Male,36,Manager,15379,22384,4,No,14,3,0,23,8,7,0
41,Sales,Life Sciences,1678,Male,80,Sales Executive,7082,11591,3,Yes,16,3,0,21,2,0,0
20,Sales,Life Sciences,1680,Male,54,Sales Representative,2728,21082,1,No,11,3,0,2,2,2,0
33,Sales,Life Sciences,1681,Female,36,Sales Executive,5368,16130,1,Yes,25,4,1,7,6,5,1
36,Research & Development,Life Sciences,1682,Male,80,Healthcare Representative,5347,7419,6,No,14,3,2,10,3,2,0
44,Human Resources,Life Sciences,1683,Female,44,Human Resources,3195,4167,4,Yes,18,3,3,8,2,2,2
23,Research & Development,Medical,1684,Male,93,Laboratory Technician,3989,20586,1,Yes,11,3,0,5,5,4,1
38,Research & Development,Medical,1687,Female,87,Laboratory Technician,3306,26176,7,No,19,3,1,7,0,0,0
53,Research & Development,Medical,1689,Male,48,Healthcare Representative,7005,3458,3,No,15,3,0,11,4,3,1
48,Sales,Medical,1691,Female,95,Sales Representative,2655,11740,2,Yes,11,3,2,19,9,7,7
32,Research & Development,Life Sciences,1692,Male,95,Laboratory Technician,1393,24852,1,No,12,3,0,1,1,0,0
26,Research & Development,Medical,1693,Male,76,Laboratory Technician,2570,11925,1,No,20,4,0,7,7,7,5
55,Research & Development,Technical Degree,1694,Male,94,Research Scientist,3537,23737,5,No,12,3,1,8,4,2,1
34,Research & Development,Medical,1696,Male,57,Laboratory Technician,3986,11912,1,No,14,3,1,15,15,10,4
60,Research & Development,Medical,1697,Male,92,Healthcare Representative,10883,20467,3,No,20,4,1,19,1,0,0
33,Research & Development,Medical,1698,Male,79,Laboratory Technician,2028,13637,1,No,18,3,3,14,14,11,2
37,Sales,Medical,1700,Male,31,Sales Executive,9525,7677,1,No,14,3,2,6,6,3,1
34,Research & Development,Life Sciences,1701,Female,35,Research Scientist,2929,20338,1,No,12,3,0,10,10,9,8
23,Sales,Life Sciences,1702,Male,99,Sales Representative,2275,25103,1,Yes,21,4,1,3,3,2,0
44,Research & Development,Life Sciences,1703,Female,96,Healthcare Representative,7879,14810,1,Yes,19,3,1,9,8,7,6
35,Research & Development,Medical,1704,Male,79,Research Scientist,4930,13970,0,Yes,14,3,0,6,5,4,1
43,Sales,Medical,1706,Male,73,Sales Executive,7847,6069,1,Yes,17,3,1,10,10,9,8
24,Research & Development,Medical,1707,Male,62,Research Scientist,4401,17616,1,No,16,3,1,5,5,3,0
41,Sales,Marketing,1708,Male,35,Sales Executive,9241,15869,1,No,12,3,0,10,10,8,8
29,Research & Development,Medical,1709,Female,43,Laboratory Technician,2974,25412,9,No,17,3,1,9,5,3,1
36,Sales,Life Sciences,1710,Female,51,Sales Representative,4502,7439,3,No,15,3,0,17,13,7,6
45,Research & Development,Life Sciences,1712,Male,74,Healthcare Representative,10748,3395,3,No,23,4,1,25,23,15,14
24,Human Resources,Human Resources,1714,Male,58,Human Resources,1555,11585,1,No,11,3,1,1,1,0,0
47,Sales,Life Sciences,1716,Male,82,Sales Executive,12936,24164,7,No,11,3,0,25,23,5,14
26,Research & Development,Medical,1718,Male,62,Laboratory Technician,2305,6217,1,No,15,3,3,3,3,2,0
45,Research & Development,Technical Degree,1719,Female,48,Research Director,16704,17119,1,No,11,3,0,21,21,6,8
32,Research & Development,Life Sciences,1720,Male,56,Research Scientist,3433,17360,6,No,13,3,1,10,5,2,1
31,Research & Development,Life Sciences,1721,Male,69,Laboratory Technician,3477,18103,1,No,14,3,1,6,5,2,0
41,Human Resources,Human Resources,1722,Male,60,Human Resources,6430,20794,6,No,19,3,1,10,3,2,1
40,Research & Development,Life Sciences,1724,Female,92,Manufacturing Director,6516,5041,2,Yes,16,3,1,18,1,0,0
24,Research & Development,Medical,1725,Male,91,Laboratory Technician,3907,3622,1,No,13,3,3,6,6,2,1
46,Research & Development,Life Sciences,1727,Male,34,Healthcare Representative,5562,9697,6,No,14,3,0,19,10,7,0
35,Research & Development,Life Sciences,1728,Male,49,Manufacturing Director,6883,5151,2,No,16,3,1,17,7,7,0
30,Research & Development,Life Sciences,1729,Male,33,Research Scientist,2862,3811,1,No,12,3,1,10,10,0,0
47,Sales,Marketing,1731,Male,87,Sales Executive,4978,3536,7,No,11,3,1,4,1,0,0
46,Sales,Life Sciences,1732,Male,74,Sales Executive,10368,5596,4,Yes,12,3,1,13,10,6,0
36,Sales,Marketing,1733,Male,96,Sales Executive,6134,8658,5,Yes,13,3,3,16,2,2,2
32,Sales,Life Sciences,1734,Male,34,Sales Executive,6735,12147,6,No,15,3,0,10,0,0,0
23,Research & Development,Medical,1735,Female,51,Laboratory Technician,3295,12862,1,No,13,3,0,3,3,2,1
31,Research & Development,Technical Degree,1736,Female,30,Manufacturing Director,5238,6670,2,No,20,4,0,9,5,4,1
39,Research & Development,Life Sciences,1737,Male,77,Laboratory Technician,6472,8989,1,Yes,15,3,1,9,9,8,5
32,Sales,Life Sciences,1739,Male,80,Sales Executive,9610,3840,3,No,13,3,1,10,4,3,0
40,Sales,Medical,1740,Male,88,Manager,19833,4349,1,No,14,3,0,21,21,8,12
45,Human Resources,Life Sciences,1744,Female,56,Human Resources,9756,6595,4,No,21,4,2,9,5,0,0
30,Research & Development,Technical Degree,1745,Female,78,Research Scientist,4968,26427,0,No,16,3,0,10,9,7,0
24,Human Resources,Medical,1746,Male,59,Human Resources,2145,2097,0,No,14,3,1,3,2,2,2
30,Human Resources,Human Resources,1747,Female,66,Human Resources,2180,9732,6,No,11,3,1,6,4,2,1
31,Sales,Technical Degree,1749,Male,51,Sales Executive,8346,20943,1,No,19,3,1,6,5,2,0
27,Research & Development,Medical,1751,Female,67,Research Scientist,3445,6152,1,No,11,3,0,6,6,2,1
29,Sales,Marketing,1752,Female,52,Sales Representative,2760,14630,1,No,13,3,0,2,2,2,2
29,Research & Development,Life Sciences,1753,Male,70,Healthcare Representative,6294,23060,8,Yes,12,3,0,10,3,2,0
30,Sales,Marketing,1754,Male,94,Sales Executive,7140,3088,2,No,11,3,1,12,7,7,1
34,Research & Development,Medical,1755,Male,97,Research Scientist,2932,5586,0,Yes,14,3,3,6,5,0,1
33,Sales,Marketing,1756,Female,62,Sales Executive,5147,10697,8,No,15,3,0,13,11,7,1
49,Sales,Marketing,1757,Female,80,Sales Executive,4507,8191,3,No,12,3,0,8,5,1,0
33,Sales,Life Sciences,1758,Female,74,Sales Executive,8564,10092,2,Yes,20,4,0,11,0,0,0
38,Research & Development,Medical,1760,Female,75,Laboratory Technician,2468,15963,4,No,14,3,1,9,6,1,0
31,Sales,Marketing,1761,Male,70,Sales Executive,8161,19002,2,No,13,3,3,10,1,0,0
29,Research & Development,Technical Degree,1762,Female,91,Research Scientist,2109,10007,1,No,13,3,1,1,1,0,0
30,Research & Development,Life Sciences,1763,Male,58,Healthcare Representative,5294,9128,3,No,16,3,1,10,7,0,1
32,Research & Development,Technical Degree,1764,Male,65,Research Scientist,2718,17674,2,No,14,3,0,12,7,7,0
38,Research & Development,Medical,1766,Male,60,Healthcare Representative,5811,24539,3,Yes,16,3,1,15,1,0,1
43,Research & Development,Technical Degree,1767,Male,38,Research Scientist,2437,15587,9,Yes,16,3,1,6,1,0,0
42,Research & Development,Medical,1768,Male,57,Laboratory Technician,2766,8952,8,No,22,4,3,7,5,3,0
55,Research & Development,Medical,1770,Male,60,Research Director,19038,19805,8,No,12,3,3,34,1,0,0
33,Research & Development,Technical Degree,1771,Male,90,Research Scientist,3055,6194,5,No,15,3,2,11,9,8,1
41,Research & Development,Life Sciences,1772,Male,94,Laboratory Technician,2289,20520,1,No,20,4,2,5,5,3,0
34,Sales,Life Sciences,1774,Male,87,Sales Executive,4001,12313,1,Yes,14,3,1,15,15,14,0
53,Research & Development,Medical,1775,Female,60,Manufacturing Director,12965,22308,4,Yes,20,4,3,27,3,2,0
43,Human Resources,Life Sciences,1778,Male,97,Human Resources,3539,5033,0,No,13,3,0,10,9,7,1
34,Sales,Life Sciences,1779,Female,32,Sales Executive,6029,25353,5,No,12,3,0,6,2,2,2
21,Sales,Marketing,1780,Male,31,Sales Representative,2679,4567,1,No,13,3,0,1,1,0,1
38,Research & Development,Other,1782,Female,40,Laboratory Technician,3702,16376,1,No,11,3,1,5,5,4,0
22,Research & Development,Medical,1783,Female,79,Laboratory Technician,2398,15999,1,Yes,17,3,0,1,1,0,0
31,Sales,Marketing,1784,Female,91,Sales Executive,5468,13402,1,No,14,3,2,13,12,7,5
51,Research & Development,Technical Degree,1786,Female,53,Manager,13116,22984,2,No,11,3,0,15,2,2,2
37,Sales,Marketing,1787,Male,46,Sales Executive,4189,8800,1,No,14,3,2,5,5,2,0
46,Research & Development,Medical,1789,Male,46,Research Director,19328,14218,7,Yes,17,3,1,24,2,1,2
36,Research & Development,Life Sciences,1790,Male,90,Healthcare Representative,8321,25949,7,Yes,13,3,1,15,12,8,5
44,Research & Development,Medical,1792,Male,99,Research Scientist,2342,11092,1,Yes,12,3,3,6,5,3,2
37,Human Resources,Other,1794,Male,89,Human Resources,4071,12832,2,No,13,3,0,19,10,0,4
35,Sales,Life Sciences,1797,Male,84,Sales Executive,5813,13492,1,Yes,18,3,0,10,10,7,7
33,Research & Development,Life Sciences,1798,Male,90,Research Scientist,3143,6076,6,No,19,3,1,14,10,8,7
28,Research & Development,Life Sciences,1799,Male,82,Research Scientist,2044,5531,1,No,11,3,1,5,5,3,0
39,Research & Development,Medical,1800,Male,65,Research Director,13464,7914,7,No,21,4,0,9,4,3,2
46,Sales,Life Sciences,1801,Male,98,Sales Executive,7991,25166,8,No,15,3,0,6,2,2,2
40,Research & Development,Life Sciences,1802,Female,99,Laboratory Technician,3377,25605,4,No,17,3,1,7,4,3,0
42,Research & Development,Medical,1803,Male,95,Healthcare Representative,5538,5696,5,No,18,3,2,10,0,0,0
35,Research & Development,Medical,1804,Male,90,Manufacturing Director,5762,24442,2,No,14,3,1,15,7,7,1
38,Human Resources,Human Resources,1805,Male,100,Human Resources,2592,7129,5,No,13,3,3,13,11,10,3
34,Research & Development,Life Sciences,1807,Male,93,Laboratory Technician,5346,6208,4,No,17,3,1,11,7,1,0
37,Research & Development,Medical,1809,Male,58,Manufacturing Director,4213,4992,1,No,15,3,0,10,10,3,0
39,Sales,Life Sciences,1812,Male,83,Sales Executive,4127,19188,2,No,18,3,1,7,2,1,2
43,Research & Development,Life Sciences,1813,Male,52,Research Scientist,2438,24978,4,No,13,3,0,7,3,2,1
41,Research & Development,Life Sciences,1814,Male,85,Healthcare Representative,6870,15530,3,No,12,3,0,11,3,2,1
41,Sales,Marketing,1815,Female,81,Sales Executive,10447,26458,0,Yes,13,3,1,23,22,14,13
30,Research & Development,Medical,1816,Female,64,Manufacturing Director,9667,2739,9,No,14,3,0,9,7,7,0
26,Human Resources,Medical,1818,Female,69,Human Resources,2148,6889,0,Yes,11,3,0,6,5,1,1
46,Research & Development,Medical,1821,Female,66,Healthcare Representative,8926,10842,4,No,22,4,1,13,9,7,3
40,Research & Development,Life Sciences,1822,Female,52,Healthcare Representative,6513,9060,4,No,17,3,1,12,5,3,0
34,Sales,Technical Degree,1823,Male,92,Sales Executive,6799,22128,1,No,21,4,2,10,10,8,4
58,Sales,Medical,1824,Male,52,Manager,16291,22577,4,No,22,4,1,37,16,9,14
35,Research & Development,Medical,1826,Male,91,Laboratory Technician,2705,9696,0,No,16,3,1,6,5,4,0
47,Research & Development,Life Sciences,1827,Female,92,Manufacturing Director,10333,19271,8,Yes,12,3,1,28,22,11,14
40,Research & Development,Life Sciences,1829,Female,47,Healthcare Representative,4448,10748,2,No,12,3,1,15,7,4,7
54,Research & Development,Medical,1830,Female,68,Research Scientist,6854,15696,4,No,15,3,1,14,7,1,1
31,Sales,Marketing,1833,Female,68,Sales Executive,9637,8277,2,No,14,3,2,9,3,2,2
28,Research & Development,Medical,1834,Female,67,Research Scientist,3591,12719,1,No,25,4,1,3,3,2,1
38,Sales,Marketing,1835,Female,77,Sales Representative,5405,4244,2,Yes,20,4,2,20,4,2,0
26,Sales,Medical,1836,Male,46,Sales Executive,4684,9125,1,No,13,3,0,5,5,3,1
58,Research & Development,Life Sciences,1837,Male,87,Research Director,15787,21624,2,Yes,14,3,0,23,2,2,2
18,Research & Development,Medical,1839,Female,33,Research Scientist,1514,8018,1,No,16,3,0,0,0,0,0
31,Human Resources,Human Resources,1842,Male,89,Human Resources,2956,21495,0,No,17,3,0,2,1,0,0
29,Human Resources,Human Resources,1844,Male,56,Human Resources,2335,3157,4,Yes,15,3,3,4,2,2,2
45,Sales,Life Sciences,1845,Female,67,Sales Executive,5154,19665,4,No,22,4,2,10,8,7,5
36,Research & Development,Other,1847,Female,73,Research Scientist,6962,19573,4,Yes,22,4,1,15,1,0,0
43,Sales,Life Sciences,1849,Male,92,Sales Executive,5675,19246,1,No,20,4,1,7,7,7,7
